Nome,Currículo Lattes,Nome em Citações Bibliográficas
Iran Junqueira de Castro,http://lattes.cnpq.br/6441823116344227,"CASTRO, I. J."
Letícia Corrêa Celeste,http://lattes.cnpq.br/5666059481607562,"CELESTE, Letícia Corrêa;CELESTE, LETICIA CORREA;CELESTE, LETÍCIA CORREA;CELESTE, L.C.;CELESTE, LETÍCIA C.;CELESTE, LETÍCIA CÔRREA;CELESTE, LETICIA CORRÊA;Celeste LC"
Lúcia Helena Cavasin Zabotto Pulino,http://lattes.cnpq.br/3793124930366938,"PULINO, L. H. C. Z.;PULINO, L. H. Z."
Luiz Antonio Soares Romeiro,http://lattes.cnpq.br/8557989163692309,"ROMEIRO, L. A. S.;Romeiro, L.A.S.;Romeiro, Luiz A.S.;Antonio Soares Romeiro, Luiz;Romeiro, Luiz A. S.;Romeiro, Luiz Antonio Soares;ROMEIRO, LUIZ ANTONIO S.;Romeiro, L. A.;ROMEIRO, LUIZ;ROMEIRO, LUIZ ANTÔNIO S.;ROMEIRO, LUIZ ANTÔNIO SOARES;SOARES ROMEIRO, LUIZ A.;SOARES ROMEIRO, LUIZ ANTONIO;SOARES ROMEIRO, LUIZ ANTÔNIO;ROMEIRO, LUIZ ANTONIO S"
Raimundo Nonato Delgado Rodrigues,http://lattes.cnpq.br/7901310592879113,"RODRIGUES, Raimundo Nonato Delgado;Rodrigues, Raimundo Nonato D;Rodrigues, R. Nonato;Nonato Rodrigues, R.;DELGADO RODRIGUES, RAIMUNDO NONATO;N Delgado-Rodrigues;Delgado-Rodrigues, N;DELGADO-RODRIGUES, N.;Delgado-Rodrigues, RN;Nonato-Rodrigues, Raimundo"
Rita Silvana Santana dos Santos,http://lattes.cnpq.br/9613172590740329,"SANTOS, R. S. S.;SANTOS, RITA SILVANA SANTANA DOS"
Rodrigo Bonifacio de Almeida,http://lattes.cnpq.br/0368311142108150,"BONIFACIO, Rodrigo;BONIFÁCIO, RODRIGO;ALMEIDA, RODRIGO"
Rosana Andréa Costa de Castro,http://lattes.cnpq.br/1234941014688667,"CASTRO, R. A. C. de;de Castro, Rosana;Castro, Rosana de"
Alexandra Mocellin,http://lattes.cnpq.br/5740079715583388,"MOCELLIN, A.;Mocellin, A.;MOCELLIN, A;Mocellin, Alexandra"
André Camargo Thome Maya Monteiro,http://lattes.cnpq.br/1784460068841267,"MONTEIRO, A. C. T. M."
Christiane Inocêncio Vasques,http://lattes.cnpq.br/1822762482207117,"VASQUES, C. I.;Vasques, Christiane Inocêncio;INOCÊNCIO VASQUES, CHRISTIANE"
Fabio Ferreira Monteiro,http://lattes.cnpq.br/9000219428086548,"MONTEIRO, F. F.;MONTEIRO,F.;MONTEIRO, F.;MONTEIRO, FÁBIO FERREIRA;MONTEIRO, F F;MONTEIRO, FÁBIO F.;FERREIRA MONTEIRO, FABIO;FABIO F. MONTEIROA"
Juliane Andrade,http://lattes.cnpq.br/8687040722143585,"ANDRADE, JULIANE;ANDRADE,J"
Marcelo Ximenes Aguiar Bizerril,http://lattes.cnpq.br/3955499509122023,"BIZERRIL, M. X. A.;BIZERRIL, M.;BIZERRIL, MARCELO X. A.;BIZERRIL, MARCELO"
Marcelo de Oliveira Torres,http://lattes.cnpq.br/1409988766720315,"TORRES, M. ou Torres, M. O.;Torres, Marcelo de O."
Maria Luiza Mestrinho Sylvestre,http://lattes.cnpq.br/6585231637545635,"SYLVESTRE, M. L. M.;MESTRINHO, Malú"
Maria Vitoria Duarte Ferrari,http://lattes.cnpq.br/4887112858870502,"FERRARI, M.V.D;Maria Vitória Duarte Ferrari;Ferrari, Maria Vitória Duarte"
Natan Monsores de Sá,http://lattes.cnpq.br/2243315675454285,"SÁ, N. M.;Monsores, N.;Monsores, Natan;MONSORES DE SÁ, NATAN;de Sá, Natan Monsores;de Sá, Natan;SÁ, NATAN MONSORES DE"
Rodrigo Santos de Faria,http://lattes.cnpq.br/0505514768226348,"FARIA, Rodrigo de;FARIA, RODRIGO DE"
Ugo Silva Dias,http://lattes.cnpq.br/8701122785988842,"DIAS, U. S.;Dias, U.S.;Dias, U.;Dias, Ugo S.;DIAS, UGO SILVA;SILVA DIAS, UGO;DIAS, UGO"
Valmir Emil Hoffmann,http://lattes.cnpq.br/0236421856397794,"HOFFMANN, V. E.;Hoffmann, Valmir Emil;Hoffmann, Valmir E.;Hoffmann, Valmir Emill"
Wildo Navegantes de Araújo,http://lattes.cnpq.br/4649706895976994,"ARAÚJO, W. N.;Araujo, Wildo Navegantes de;Araújo, Wildo Navegantes de;ARAUJO, W. N.;NAVEGANTES DE ARAUJO, W.;DE ARAÚJO, W.N.;DE ARAUJO, W. N.;Wildo N Araújo;ARAUJO, WILDO N.;ARAUJO, WILDO NAVEGANTES;DE ARAUJO, WILDO NAVEGANTES;ARAÚJO, WILDO N;PRIDE investigators;DE ARAÚJO, WILDO NAVEGANTES;ARAÚJO, WILDO NAVEGANTES;ARAÚJO, WILDO"
Alexandre Kehrig Veronese Aguiar,http://lattes.cnpq.br/2645812441653704,"VERONESE, A.;VERONESE, ALEXANDRE"
Daniel Oliveira Cajueiro,http://lattes.cnpq.br/6879546236123358,"D. O. CAJUEIRO;CAJUEIRO, D;Cajueiro, D. O.;Cajueiro, Daniel O.;Cajueiro, D.O.;Cajueiro, Daniel Oliveira;Cajueiro, Daniel"
Isabela Ramos Ribeiro,http://lattes.cnpq.br/0117467438256840,"RIBEIRO, I. R.;RIBEIRO, I.R."
Juliano da Silva Cortinhas,http://lattes.cnpq.br/5622221919757293,"CORTINHAS, J. S.;DA SILVA CORTINHAS, JULIANO"
Nara Maria Pimentel,http://lattes.cnpq.br/0805401717504312,"PIMENTEL, N. M."
Sandra Oliveira Teixeira,http://lattes.cnpq.br/1804546693473189,"TEIXEIRA, Sandra Oliveira"
Wilton Barroso Filho,http://lattes.cnpq.br/5128408438368097,"BARROSO FILHO, W.;Barroso, W;FILHO, WILTON BARROSO"
Alciomar Oliveira dos Santos,http://lattes.cnpq.br/8379881713977338,"SANTOS, A. O."
Alfredo Feres Neto,http://lattes.cnpq.br/5281872227436966,"FERES NETO, A."
Ana Paula Dias Ribeiro,http://lattes.cnpq.br/1531215699841687,"RIBEIRO, A. P. D.;Ribeiro, Ana Paula Dias;RIBEIRO, ANA P DIAS;RIBEIRO, ANA PAULA D.;DIAS RIBEIRO, ANA PAULA;RIBEIRO, A P D;RIBEIRO, A.P.D."
Celso Taques Saldanha,http://lattes.cnpq.br/0172164042999824,"SALDANHA, C. T.;SALDANHA, CELSO"
Marcela Rodrigues Machado,http://lattes.cnpq.br/0422967504080267,"MACHADO, M. R.;Machado, Marcela Rodrigues;MACHADO, MARCELA R.;R. MACHADO, MARCELA;MACHADO, M.R."
Sandra Lúcia Rodrigues da Rocha,http://lattes.cnpq.br/4363202653030609,"ROCHA, S. L. R."
Artemis Marti Ceschin,http://lattes.cnpq.br/2065104260659969,"CESCHIN, A. M.;CESHIN, A.M.;MARTICESCHIN A.;CESCHIN, A;CESCHIN, ARTEMIS M.;CESCHIN, ARTEMIS MARTI"
Deborah Silva Santos,http://lattes.cnpq.br/0538222768633728,"SANTOS, Deborah Silva;Santos,D.S."
Elder Yokoyama,http://lattes.cnpq.br/9806242954314478,"YOKOYAMA, E.;Yokoyama, E.;Yokoyama, Elder"
Fabiana Marroni Della Giustina,http://lattes.cnpq.br/3505561259679092,"GIUSTINA, F. M. D."
Fernanda Passini Moreno,http://lattes.cnpq.br/7471118579735377,"MORENO, F. P."
Gladys Plens de Quevedo Pereira de Camargo,http://lattes.cnpq.br/7766366571371757,"QUEVEDO-CAMARGO, G.;CAMARGO, G. P.Q.P. DE;CAMARGO, G.Q;QUEVEDO-CAMARGO, Gladys"
Guilherme Martins Santos,http://lattes.cnpq.br/8109499519249042,"Santos, GM;Santos, G;Guilherme Martins Santos;SANTOS, GUILHERME MARTINS;GM, SANTOS;SANTOS, GUILHERME"
Hayeska Costa Barroso,http://lattes.cnpq.br/5963738088033140,"BARROSO, H. C.;BARROSO, Hayeska Costa.;BARROSO, Hayeska Costa;BARROSO, H.C."
John Du Vall Hay,http://lattes.cnpq.br/1924814184440419,"HAY, J. D.;Hay, John D.;Hay, J.D.V.;Hay, John Du Vall;HAY, JOHN;HAY, JOHN DUVALL"
Luiz Paulo Ferreira Nogueról,http://lattes.cnpq.br/6006995788400103,"NOGUERÓL, L. P. F."
Alexandre Araújo Costa,http://lattes.cnpq.br/1540773562032795,"COSTA, Alexandre A.;COSTA, A. A.;COSTA A.A.;Costa, A.A;Costa, Alexandre Araújo"
Ana Paula Aparecida Caixeta,http://lattes.cnpq.br/6443941763838130,"CAIXETA, A. P. A.;CAIXETA, A. P."
Consuelo Medeiros Rodrigues de Lima,http://lattes.cnpq.br/5290548370035353,"LIMA, C. M. R."
Edson Mintsu Hung,http://lattes.cnpq.br/6753551743147882,"HUNG, E. M.;HUNG, EDSON M.;HUNG, EDSON;HUNG, EDSON MINTSU;MINTSU HUNG, EDSON"
Eliana Rigotto Lazzarini,http://lattes.cnpq.br/1530730760074951,"LAZZARINI, E. R.;LAZZARINI, ELIANA RIGOTTO"
Erivelto da Rocha Carvalho,http://lattes.cnpq.br/2148345416834782,"CARVALHO, E. R."
Fabíola Cristina Ribeiro Zucchi,http://lattes.cnpq.br/5588064715944385,"ZUCCHI, FCR;Zucchi, Fabíola C.R.;Zucchi, Fabiola C. R.;Fabíola C R Zucchi"
Gerardo Antonio Idrobo Pizo,http://lattes.cnpq.br/6015706048119134,"PIZO, G.A.;ANTONIO IDROBO PIZO, GERARDO;PIZO, GERARDO ANTONIO IDROBO;IDROBO-PIZO, GERARDO ANTONIO"
Jaim Jose da Silva Junior,http://lattes.cnpq.br/1353063317146638,"da Silva Jr. J.J.;SILVA JÚNIOR, JAIM JOSÉ DA;DA SILVA JUNIOR, JAIM JOSÉ"
Josiane Maria Oliveira de Souza,http://lattes.cnpq.br/5062955177301014,"SOUZA, J. M.O;SOUZA, JOSIANE MARIA OLIVEIRA DE;SOUZA, JOSIANE MARIA OLIVEIRA"
Leandro Goncalves do Nascimento,http://lattes.cnpq.br/0622546633871373,"NASCIMENTO, L."
Luiz Carlos Pinheiro Ferreira,http://lattes.cnpq.br/0041084356285028,"FERREIRA, L. C. Pinheiro;FERREIRA, LUIZ CARLOS PINHEIRO"
Mônica Celeida Rabelo Nogueira,http://lattes.cnpq.br/6825916756980912,"NOGUEIRA, M. C. R.;RABELO NOGUEIRA, MÔNICA CELEIDA"
Ruth Elias de Paula Laranja,http://lattes.cnpq.br/9524636602671805,"LARANJA, R. E. de P."
Carlos Denner dos Santos Júnior,http://lattes.cnpq.br/2061860923656655,"SANTOS Jr., Carlos Denner dos;Santos Jr., Carlos;Santos Jr, Carlos Denner;Santos Jr, Carlos Denner dos;Santos, Carlos;SANTOS JÚNIOR, CARLOS DENNER DOS;Santos, Carlos Denner dos;Dos Santos, Carlos Denner;JÚNIOR, CARLOS DENNER DOS SANTOS;Dos Santos Junior, Carlos Denner;DOS SANTOS JÚNIOR, CARLOS DENNER;DENNER DOS SANTOS J'NIOR, CARLOS"
Demétrio Antônio da Silva Filho,http://lattes.cnpq.br/8032106763743620,"Filho DADS;da Silva DA;SILVA DAD;DA SILVA D;Da Silva Filho DA;SILVA-FILHO DA;SILVA DA;da?Silva?Filho, Demetrio?A.;Filho, Deme?trio A. da Silva;Filho, Demetrio A. da Silva;da Silva Filho, Deme trio A.;da Silva Filho, D.A.;da Silva Filho, Demétrio A.;DA SILVA FILHO, DEMETRIO;Da Silva Filho, D.A.;Filho, D. A. S.;DA SILVA FILHO, DEMETRIO A;SILVA FILHO, DEMETRIO A.;DA SILVA-FILHO, D.A.;SILVA FILHO, DEMÉTRIO A. DA;FILHO, DEMÉTRIO ANTÔNIO DA SILVA;DA SILVA FILHO, DEMETRIO ANTONIO;DA SILVA FILHO, DEMÉTRIO ANTONIO;DA SILVA FILHO, DEMÉTRIO ANTÔNIO;ANTONIO DA SILVA FILHO, DEMÉTRIO;SILVA FILHO, DEMÉTRIO ANTONIO DA;ANTÔNIO DA SILVA FILHO, DEMÉTRIO"
Gabriela Garcia Batista Lima Moraes,http://lattes.cnpq.br/2970590240967422,"MORAES, Gabriela Garcia B. Lima;LIMA, Gabriela Garcia Batista;GARCIA BATISTA LIMA MORAES, GABRIELA;MORAES, Gabriela G. B. Lima;MORAES, Gabriela Garcia Batista Lima"
Gregorio Soares Rodrigues de Oliveira,http://lattes.cnpq.br/6044696906887546,"OLIVEIRA, G. S. R.;SOARES, G."
Olinda Maria Gomes Lesses,http://lattes.cnpq.br/8001018962158474,"LESSES, O. M. G."
Pedro David Russi Duarte,http://lattes.cnpq.br/4934357600267996,"RUSSI, Pedro.;RUSSI, PEDRO"
Rodrigo Rezende Ferreira,http://lattes.cnpq.br/1180391222549432,"FERREIRA, R. R.;FERREIRA, RODRIGO REZENDE;Rezende Ferreira, Rodrigo;FERREIRA, RODRIGO R."
Rogerio Henrique de Araújo Júnior,http://lattes.cnpq.br/4752236489901895,"ARAÚJO JR., Rogério Henrique de;ARAÚJO JÚNIOR, ROGÉRIO HENRIQUE DE;DE ARAÚJO JÚNIOR, ROGÉRIO HENRIQUE"
Anderson Ribeiro Oliva,http://lattes.cnpq.br/8651679362360561,"OLIVA, Anderson Ribeiro;OLIVA, ANDERSON RIBEIRO"
André Luiz Fernandes Cançado,http://lattes.cnpq.br/4926418860248659,"CANÇADO, A. L. F.;Cançado, André L. F.;Cancado, Andre L F;Cancado, Andre LF;Cançado, André;CANÇADO, ANDRÉ L.F.;CANÇADO, ANDRE;CANÇADO, ANDRÉ LUIZ FERNANDES"
Carlos Andre Ornelas Ricart,http://lattes.cnpq.br/1271167329803156,"RICART, C. A. O.;Ricart, Carlos AO;Ricart, Carlos A. O.;Ricart, Carlos André Ornelas;Ricart, Carlos;Carlos Ricart;Ricart, Carlos A Ornelas;RICART, CARLOS A. ORNELAS;RICART, CARLOS A ORNELAS;RICART, C.A.O.;RICART, CARLOS ANDR? ORNELAS;ORNELAS RICART, CARLOS ANDRE;RICART, CARLOS ANDRÉ O.;RICART, CARLOS A"
Cesar Koppe Grisolia,http://lattes.cnpq.br/6611558584487547,"Grisolia, C K;Grisolia, Cesar Koppe;Grisolia, C;Grisolia, Cesar K;Cesar Koppe Grisolia;GRISOLIA, CK;GRISOLIA, C.K.;MONTALVÃO, THAÍS MUNIZ;Bélin Poletto Mezzomo;Grisolia CK;Grisolia, CK;GRISOLIA, CESAR;KOPPE GRISOLIA, CESAR;GRISOLIA, CÉSAR K.;Cesar Kopper Grisólia;Grisólia, CK;Grisólia, Cesar Kopper"
Dirce Bellezi Guilhem,http://lattes.cnpq.br/1172515810929340,"GUILHEM, D;Dirce Guilhem;Guilhem, Dirce;D. Guilhem;GUILHEN, DIRCE;GUILHEM, D. B.;Guilhem D;GUILHEM, DIRCE BELLEZI;GUILHEM, DIRCE B."
Dulce Maria Filgueira de Almeida,http://lattes.cnpq.br/6855246979033159,"ALMEIDA, Dulce Filgueira de.;ALMEIDA, DULCE FILGUEIRA DE;Suassuna, Dulce"
Fabio Luís de Oliveira Paula,http://lattes.cnpq.br/2169028854563744,"PAULA, F. L. O.;PAULA, FABIO LUIS DE OLIVEIRA;F. L. de O. Paula;OLIVEIRA PAULA, FABIO LUIS;Fábio Luís de Oliveira Paula;PAULA, FÁBIO LUÍS DE OLIVEIRA;PAULA, F.L.O."
Fátima Aparecida dos Santos,http://lattes.cnpq.br/1414472867163536,"SANTOS, Fátima Aparecida dos;SANTOS, FÁTIMA APARECIDA DOS;DOS SANTOS, FÁTIMA APARECIDA"
Felipe Rodrigues da Costa,http://lattes.cnpq.br/5101193741332172,"COSTA, Felipe Rodrigues da"
Ivo Pivato,http://lattes.cnpq.br/1369919992786236,"PIVATO, I.;Pivato, I.;PIVATO, I;PIVATO, IVO;Ivo Pivato"
Josiane do Socorro Aguiar de Souza de Oliveira Campos,http://lattes.cnpq.br/5584848170187495,"SOUZA, J. S. A.;SOUZA, JOSIANE DO SOCORRO AGUIAR;Josiane do Socorro Aguiar de Souza Oliveira Campos;CAMPOS, J.S.A.S.O;Josiane do Socorro Aguiar de Souza de Oliveira Campos;SOUZA, J,S,A,;Campos, Josiane do Socorro Aguiar de Souza Oliveira;Campos, Josiane do Socorro Aguiar de Souza de Oliveira"
Jussara Rocha Ferreira,http://lattes.cnpq.br/0797798481249047,"FERREIRA, J. R.;MIRANDA, J.F.;Ferreira, Jussara Rocha;Ferreira, Jussara R;FERREIRA, JR;FERREIRA, JUSSARA R."
Lucas Conque Seco Ferreira,http://lattes.cnpq.br/9312332483222873,"Seco, L.;Seco, Lucas"
Marco Antonio Pellegrini,http://lattes.cnpq.br/0293171472213095,"M. A. Pellegrini;Marco Antonio Pellegrini;M.A. Pellegrini;Pellegrini, M.A.;Pellegrini, Marco Antonio"
María del Rosario Tatiana Fernández Méndez,http://lattes.cnpq.br/2809713635725046,"FERNÁNDEZ, T.;FERNÁNDEZ MÉNDEZ TATIANA;FERNÁNDEZ MÉNDEZ, TATIANA"
Pedro Henrique Melo Albuquerque,http://lattes.cnpq.br/9529095506436166,"Albuquerque, P. H. M.;ALBUQUERQUE, PEDRO HENRIQUE M.;MELO ALBUQUERQUE, PEDRO HENRIQUE;ALBUQUERQUE, PEDRO HENRIQUE;ALBUQUERQUE, PEDRO HENRIQUE MELO;PEDRO HENRIQUE MELO, ALBUQUERQUE"
Soraya Coelho Leal,http://lattes.cnpq.br/2405878864266963,"LEAL, S. C.;Leal, Soraya Coelho;LEAL, SORAYA C.;LEAL, S.C.;LEAL, S.;LEAL, SORAYA C;Leal, Soraya;LEAL, SORAYA COELHO;Soraya Coelho Leal;Coelho Leal, Soraya"
Welitom Rodrigues Borges,http://lattes.cnpq.br/0799322864183147,"BORGES, W. R.;Borges, Welitom Rodrigues;Borges, Welitom;BORGES, WELITOM R.;RODRIGUES, WELITOM;BORGES, W.;BORGES, W.R.;BORGES, WR"
Werner Treptow,http://lattes.cnpq.br/7144412557085874,"Treptow, W.;Treptow, Werner;TREPTOW, W;Treptow, Werner L."
Arthur Tavares Schleicher,http://lattes.cnpq.br/3450296063299235,"SCHLEICHER, A. T.;Schleicher, Arthur Tavares;Schleicher, A. T."
Denise Osório Severo,http://lattes.cnpq.br/6475790389413042,"SEVERO, D. O.;SEVERO, DENISE OSÓRIO"
Douglas Antônio Rocha Pinheiro,http://lattes.cnpq.br/3446963317472092,"PINHEIRO, Douglas Antônio Rocha;PINHEIRO, DOUGLAS ANTÔNIO ROCHA"
José Luis Martinez Amaro,http://lattes.cnpq.br/3952453899877416,"Martinez , José Luis"
Luiz Claudio Martino,http://lattes.cnpq.br/9545839725442236,"MARTINO, L. C."
Maria Alzira de Araújo Nunes,http://lattes.cnpq.br/6122858958268866,"NUNES, M. A. A.;Nunes, MARIA A.;DE ARAÚJO NUNES, MARIA ALZIRA;NUNES, MARIA ALZIRA"
Nilce Santos de Melo,http://lattes.cnpq.br/4611919012909264,"MELO, N. S.;de Melo, Nilce Santos;Melo, Nilce Santos;MELO, NILCE SANTOS DE;DE MELO, NILCE S;SANTOS DE MELO, N.;MELO, N.;SANTOS DE MELO, NILCE"
Renato Alves Borges,http://lattes.cnpq.br/9986885788660516,"BORGES, R. A."
Cristina Antonioevna Dunaeva,http://lattes.cnpq.br/5972175405357875,"DUNAEVA, C. A."
Daniel Barbosa Andrade de Faria,http://lattes.cnpq.br/9729600921917268,"FARIA, Daniel;FARIA, DANIEL"
Daniel Perdigão-Nass,http://lattes.cnpq.br/2098976074112491,"PERDIGÃO-NASS, Daniel;PERDIGÃO-NASS, D.;NASS, Daniel Perdigão;PERDIGÃO, Daniel;PERDIGÃO, D."
Ivan Ricardo Gartner,http://lattes.cnpq.br/9261424583597337,"GARTNER, I. R.;Gartner, Ivan Ricardo"
George Sand Leão Araújo de França,http://lattes.cnpq.br/1804846635564396,"França, G. S.;França, G. S. L.;França G. S. L. A.;França, George Sand;França, George;ARAUJO, GEORGE SAND L.;George S. França;FRANÇA, GEORGE S.;George Sand França;SAND FRANÇA, GEORGE"
Hubert Jean François Cormier,http://lattes.cnpq.br/8987263561181151,"CORMIER, H. J. F."
Daniela Scheinkman Chatelard,http://lattes.cnpq.br/3630980140600543,"CHATELARD, D. S.;CHATELARD, DANIELA SCHEINKMAN"
Eduardo Bona Safe de Matos,http://lattes.cnpq.br/7460796543847826,"MATOS, E. B. S.;MATOS, Eduardo Bona Safe de;MATOS, E. B. S. de"
Henrique Cezar Ferreira,http://lattes.cnpq.br/8567910051441324,"FERREIRA, H. C.;FERREIRA, HENRIQUE C.;FERREIRA, HENRIQUE CEZAR;FERREIRA, HENRIQUE"
João Yoshiyuki Ishihara,http://lattes.cnpq.br/6509594616230305,"ISHIHARA, J. Y.;ISHIHARA, JOÃO Y.;ISHIHARA, J.Y.;ISHIHARA, JOAO Y.;ISHIHARA, JOÃO YOSHIYUKI;ISHIHARA, JOAO;ISHIHARA, JOAO YOSHIYUKI;YOSHIYUKI ISHIHARA, JOAO;ISHIHARA, JOAO Y;ISHIHARA, J Y;ISHIHARA, JOÃO Y;Y. ISHIHARA, J."
Jose Guilherme de Lara Resende,http://lattes.cnpq.br/4463445487598603,"RESENDE, J. G. L."
Luís Gustavo do Amaral Vinha,http://lattes.cnpq.br/7082165822331367,"VINHA, Luís Gustavo Do Amaral;Vinha, L. G. A.;AMARAL VINHA, LUÍS GUSTAVO;DO AMARAL VINHA, LUIS GUSTAVO"
Luiza de Marilac Meireles Barbosa,http://lattes.cnpq.br/5238427700551131,"BARBOSA, L. M. M."
Maria Isabel Edom Pires,http://lattes.cnpq.br/0573426023796767,"PIRES, Maria Isabel Edom;PIRES, MARIA ISABEL EDOM"
Paula Maria Cobucci Ribeiro Dias,http://lattes.cnpq.br/7626154437871786,"COBUCCI, Paula"
Roberto Ventura Santos,http://lattes.cnpq.br/4384542921487258,"SANTOS, R. V.;Santos, Roberto Ventura;Santos, Roberto V.;SANTOS, R;Santos, Roberto V;Ventura Santos, Roberto;SANTOS, R.V.;VENTURA SANTOS, R.;SANTOS, R. VENTURA;Dos Santos, Roberto Ventura;VENTURA, ROBERTO;SANTOS, ROBERTO"
Stefan Fornos Klein,http://lattes.cnpq.br/9418967460521170,"KLEIN, Stefan Fornos;KLEIN, Stefan;KLEIN, S."
Bernhard Georg Enders Neto,http://lattes.cnpq.br/3921188372878061,"ENDERS, B. G.;NETO, BERNHARD GEORG ENDERS;ENDERS, BERNHARD GEORG;ENDERS, BERNHARD G;ENDERS, BERNHARD G.;NETO, BERNAHRD GEORG ENDERS"
Carlos Tadeu de Carvalho Moreira,http://lattes.cnpq.br/4856136272082129,"MOREIRA, C. T. C."
David Duarte Lima,http://lattes.cnpq.br/8703632771931694,"LIMA, David. D."
Evandro Charles Piza Duarte,http://lattes.cnpq.br/5003630503816604,"DUARTE, E. C. P.;DUARTE, Evandro C. Piza;DUARTE, Evandro Piza;PIZA DUARTE, Evandro"
Isabel Belloni Schmidt,http://lattes.cnpq.br/6983224355136153,"SCHMIDT, I. B.;SCHMIDT, ISABEL B.;SCHMIDT, ISABEL;SCHMIDT, ISABEL BELLONI"
Isabela Machado da Silva,http://lattes.cnpq.br/8135392782390389,"Silva, I. M.;Silva, Isabela Machado da;Silva, Isabela Machado"
João Paulo dos Santos,http://lattes.cnpq.br/9503575575613542,"SANTOS, João Paulo dos;dos SANTOS, J.P.;DOS SANTOS, João Paulo;DOS SANTOS, JOÃO"
José Eduardo Pandossio,http://lattes.cnpq.br/8164601619932565,"PANDOSSIO, José Eduardo;PANDOSSIO, J.E."
Marcelo Balaban,http://lattes.cnpq.br/9607339927631593,"BALABAN, M."
Marco Antonio Brasil Terada,http://lattes.cnpq.br/1341121783517675,"TERADA, Marco Antonio Brasil;ANTONIO BRASIL TERADA, MARCO;TERADA, MARCO A. B."
Shirley Gomes Queiroz,http://lattes.cnpq.br/7249895826115757,"QUEIROZ, Shirley Gomes;QUEIROZ, Shirley G.;Queiroz, Shirley"
Alex Fabiano Cortez Campos,http://lattes.cnpq.br/3471395432150092,"CAMPOS, Alex Fabiano Cortez;Campos, A.;CAMPOS, A. F. C.;Campos, Alex F. C.;C. Campos, Alex F.;CAMPOS, A.F.C."
Daniel Bin,http://lattes.cnpq.br/5760508806418277,"Bin, Daniel"
Elisabeth Nogueira Ferroni Schwartz,http://lattes.cnpq.br/7339158885682632,"SCHWARTZ, E. F.;Schwartz, Elisabeth Ferroni;Schwartz, E.F.;Schwartz, Elisabeth F.;Schwartz, E. Ferroni;Schwartz, E.N.F.;Schwartz, E.N.;Schwartz, Elisabeth N.F.;Ferroni, E.N.;Ferroni, Elisabeth N.;Schwartz, Elisabeth Nogueira Ferroni;Ferroni, Elisabeth Nogueira;SCHWARTZ, ELISABETH F.;SCHWARTZ, ELISABETH N. FERRONI;SCHWARTZ, ELISABETH;Schwartz, E F;Schwartz, Elizabeth Ferroni"
Larissa Polejack Brambatti,http://lattes.cnpq.br/9794510081314767,"POLEJACK, L.;POLEJACK, LARISSA"
Mario César Ferreira,http://lattes.cnpq.br/5833453038151889,"FERREIRA, M. C.;Ferreira, Mário César;FERREIRA, MÁRIO CESAR"
Marutschka Martini Moesch,http://lattes.cnpq.br/4591055346328481,"MOESCH, Marutschka Martini;MOESCH, Marutschka;MOESCH, Marutscka"
Raquel Imanishi Rodrigues,http://lattes.cnpq.br/2240429737792925,"RODRIGUES, Raquel Imanishi"
Carlos Rosano Pena,http://lattes.cnpq.br/1826385347889066,"ROSANO-PEÑA, CARLOS;Rosano-Peña, Carlos;PEÑA, CARLOS ROSANO;Carlos Rosano Pena;PENA, CARLOS ROSANO;ROSANO PEÑA, CARLOS"
Cesar Lignelli,http://lattes.cnpq.br/2723749173803350,"LIGNELLI, C.;LIGNELLI, CÉSAR"
Dione Oliveira Moura,http://lattes.cnpq.br/0796700383761856,"MOURA, Dione O.;MOURA, DIONE OLIVEIRA"
Fabio Viegas Caixeta,http://lattes.cnpq.br/0821385137367871,"CAIXETA, Fábio Viegas;Caixeta, Fábio;Caixeta, F. V.;CAIXETA, F. V.;CAIXETA, F.;CAIXETA, F.V.;CAIXETA, FÁBIO;CAIXETA, FÁBIO V.;CAIXETA, FABIO V.;CAIXETA, FABIO V;CAIXETA, FABIO VIEGAS"
Flavio Santos Pereira,http://lattes.cnpq.br/1736742525721804,"PEREIRA, F. S."
Francine Kemmer Cernev,http://lattes.cnpq.br/7481296346973058,"CERNEV, F. K."
Lucia Helena Soares e Silva,http://lattes.cnpq.br/9263787257720928,"SOARES-SILVA, L. H.;Soares-Silva, Lucia Helena;Soares-Silva, L.H.;Soares e Silva, L.H.;Silva, L.H.S."
Maria Julia Martins Silva,http://lattes.cnpq.br/2947861548656250,"MARTINS-SILVA, M. J.;Martins-Silva, M. J.;Martins-Silva, Maria J.;Silva, Maria Júlia Martins;MARTINS-SILVA, MARIA JÚLIA"
Maria de Nazareth Rodrigues Malcher de Oliveira Silva,http://lattes.cnpq.br/8378348738142000,"MALCHER, M. N. R.;Silva, M N;Malcher, MN;Silva, Maria de N. R. Malcher de O.;Maria de Nazareth Rodrigues Malcher de Oliveira Silva;Silva, Maria de Nazareth Rodrigues Malcher de Oliveira Silva"
Mariana Penna Lima Vitenti,http://lattes.cnpq.br/6692996818863210,"Mariana P. Lima;M. P. Lima;M. Penna-Lima;PENNA-LIMA, M.;Mariana Penna-Lima;PENNA-LIMA, MARIANA"
Olgamir Amancia Ferreira,http://lattes.cnpq.br/8987720754623770,"PAIVA, Olgamir Amância Ferreira de"
