Nome,Currículo Lattes,Nome em Citações Bibliográficas
Denise Vilela de Rezende,http://lattes.cnpq.br/3616216472785697,"REZENDE,D. V.;SANTIAGO, D.V.R.;REZENDE, DENISE V. DE"
Gustavo Adolfo Argañaraz,http://lattes.cnpq.br/0025571690376090,ARGAÑARAZ;GA
Mariana Malard Sales Andrade,http://lattes.cnpq.br/0925491332464897,"MALARD, M.;Mariana Malard;M. Malard Sales;MALARD, MARIANA;M Malard;Malard, M"
Mario Benjamim Baptista de Siqueira,http://lattes.cnpq.br/3787439720927527,"SIQUEIRA, M.;SIQUEIRA, MARIO B. S.;Siqueira, Mario B.;SIQUEIRA, M;Siqueira, Mario;Siqueira, M.B.S.;SIQUEIRA, M. B.;SIQUEIRA, M.B.;SIQUEIRA, MARIO B.S."
Napoleão Fonseca Valadares,http://lattes.cnpq.br/0098666202802214,"Valadares, Napoleão F.;VALADARES, N. F.;VALADARES, N;Valadares, N.F.;Valadares, Napolea?o F.;Valadares, Napoleão Fonseca;Valadares, Napoleão F;VALADARES, NAPOLEÃO F.;VALADARES, NAPOLEAO;VALADARES, NAPOLEÃO"
Nathalia Cassettari,http://lattes.cnpq.br/7924593596650907,"CASSETTARI, N.;CASSETTARI, NATHALIA"
Nina Paula Ferreira Laranjeira,http://lattes.cnpq.br/4432976908348540,"LARANJEIRA, Nina Paula Ferreira"
Eduardo Dimitrov,http://lattes.cnpq.br/4477727062911858,"DIMITROV, E.;DIMITROV, EDUARDO"
Fabiano Toni,http://lattes.cnpq.br/7028195933258101,"TONI, F.;TONI, F;TONI, FABIANO"
Ivan Manoel Rezende do Valle,http://lattes.cnpq.br/8653037550466873,"VALLE, I. M. R. do"
Monica Fiuza Gondim,http://lattes.cnpq.br/0718568790650154,"GONDIM, M. F."
Aldery Silveira Júnior,http://lattes.cnpq.br/9029963772140764,"SILVEIRA JR., Aldery;JÚNIOR, ALDERY SILVEIRA"
Jose Alfredo Lacerda de Jesus,http://lattes.cnpq.br/7477638738049601,"de Jesus, J. A. L.;de Jesus, J A L;de Jesus JA;Jesus JAL;José Alfredo Lacerda de Jesus;J A L de Jesus;DE JESUS, JOSÉ ALFREDO LACERDA;JESUS, JOSÉ ALFREDO LACERDA DE;JESUS, JOSÉ"
Priscilla Maia de Andrade,http://lattes.cnpq.br/5588233170085562,Andrade. P. M.
Cristina Schetino Bastos,http://lattes.cnpq.br/2083177029086258,"BASTOS, C. S.;Bastos, Cristina Schettino;Bastos, C.;BASTOS, CRISTINA SCHETINO;Bastos, Cristina S.;Bastos, Cristina S;Bastos, Cristina"
Edgar Nobuo Mamiya,http://lattes.cnpq.br/6548700271278333,"MAMIYA, E. N.;MAMIYA, E;Mamiya, E.N.;MAMIYA, EDGAR N."
Guillermo Alvarez Bestard,http://lattes.cnpq.br/5556431150089826,"BESTARD, G. A.;ALVAREZ BESTARD, G.;ALVAREZ B., G.;G. ALVAREZ BESTARD;GUILLERMO ALVAREZ BESTARD;Bestard, G. Alvarez;ALVAREZ BESTARD, GUILLERMO;BESTARD, GUILLERMO A."
Gustavo Lopes de Souza,http://lattes.cnpq.br/0905321299129408,"SOUZA, Gustavo Lopes de;SOUZA, GUSTAVO LOPES DE"
Manoel Jorge e Silva Neto,http://lattes.cnpq.br/8448823919067092,"SILVA NETO, M. J. E."
Alecssandra de Fátima Silva Viduedo,http://lattes.cnpq.br/8493952198720579,"VIDUEDO, Alecssandra de F S;VIDUEDO, ALECSSANDRA DE FÁTIMA SILVA;DE FÁTIMA SILVA VIDUEDO, ALECSSANDRA"
Lenise Aparecida Martins Garcia,http://lattes.cnpq.br/2020415567369251,"GARCIA, L. A. M."
Roseany de Vasconcelos Vieira Lopes,http://lattes.cnpq.br/0304903579550927,"LOPES, R.V.V.;Lopes, R.V.V;Lopes, Roseany V. V.;VASCONCELOS VIEIRA LOPES, ROSEANY;Lopes, R.V.V.;DE V. V. LOPES, ROSEANY;LOPES, ROSEANY DE VASCONCELOS VIEIRA"
Ana Carolina Mortari,http://lattes.cnpq.br/2055923765437994,"MORTARI, Ana Carolina;Mortari, Ana C."
Ana Tereza Reis da Silva,http://lattes.cnpq.br/1290786927670370,"REIS DA SILVA. A. T.;SILVA, ANA TEREZA REIS DA"
André Luís Gomes,http://lattes.cnpq.br/9178145717917135,"GOMES, André Luís"
Flávia Nogueira de Sá,http://lattes.cnpq.br/2619903294347515,"NOGUEIRA- DE-SÁ, F.;NOGUEIRA-DE-SÁ, FLÁVIA"
José Edil Guimarães de Medeiros,http://lattes.cnpq.br/2307490672260330,"MEDEIROS, J. E. G.;J. E. G. de Medeiros;de Medeiros, J. E. G.;DE MEDEIROS, J.E.G.;De Medeiros, Jose E. G.;MEDEIROS, JOSE E. G."
José Manoel Morales Sánchez,http://lattes.cnpq.br/3699291030017215,"SÁNCHEZ, J. M. M.;SÁNCHEZ, JOSÉ MANOEL;MORALES SÁNCHEZ, J. M.;SÁNCHEZ, JOSÉ MANOEL MORALES"
Rodrigo Arbey Muñoz Meneses,http://lattes.cnpq.br/1788612966667357,"MUÑOZ, MENESES, R. A.;Muñoz, R.A.;MUÑOZ, R.;MUÑOZ, RODRIGO ARBEY MENESES;MENESES, RODRIGO ARABEY MUÑOZ;MUÑOZ MENESES, RODRIGO ARBEY;MENESES, RODRIGO ARBEY MUÑOZ;Rodrigo Arbey Muñoz Meneses"
Alex Reis,http://lattes.cnpq.br/3721949670501226,"REIS, A.;REIS, ALEX"
Fernando Albuquerque de Oliveira,http://lattes.cnpq.br/5720500395612472,"OLIVEIRA, F. A.;Oliveira, F. A.;Oliveira, Fernando A.;OLIVEIRA, F;Oliveira, F.A.;Oliveira, Fernando Albuquerque;Oliveira, Fernando;Oliveira, F. A;F. Oliveira"
Marcus Vinicius Lamar,http://lattes.cnpq.br/0125818896954714,"LAMAR, Marcus Vinicius;LAMAR, MARCUS VINICIUS;LAMARI, M.V.;LAMAR, M.V.;Lamar, Marcus V."
Neemias Gomes Santana,http://lattes.cnpq.br/7678003551485313,"SANTANA, Neemias Gomes"
Ana Maria Costa Pinheiro,http://lattes.cnpq.br/3361818917615038,"PInheiro, A. M. C.;PINHEIRO, ANA MARIA COSTA"
André Porto Ancona Lopez,http://lattes.cnpq.br/2683882609392455,"LOPEZ, A. P. A.;ANCONA LOPEZ, A. P.;ANCONA LOPEZ, ANDRÉ PORTO;LOPEZ, ANDRE PORTO ANCONA"
Gláucia Bueno Pereira Neto,http://lattes.cnpq.br/6355542640228110,"PEREIRA NETO, G. B.;PEREIRA NETO, G.B.;PEREIRA NETO, GLAUCIA BUENO"
Amarildo João Espindola,http://lattes.cnpq.br/8242690285468994,"ESPINDOLA, A. J."
Bianca Carrijo Cordova,http://lattes.cnpq.br/4233633954336297,"CORDOVA, Bianca Carrijo"
Renato Coral Sampaio,http://lattes.cnpq.br/2015996286254281,"SAMPAIO, Renato Coral;SAMPAIO, RENATO C.;SAMPAIO, RENATO;CORAL, RENATO;RENATO C. SAMPAIO"
Hugo Costa Paes,http://lattes.cnpq.br/0790440583912196,"PAES, H. C.;Paes, Hugo Costa;Paes, Hugo C.;PAES, HUGO C"
Patricia Maria Fonseca Escalda,http://lattes.cnpq.br/1942167838462562,"ESCALDA, P. M. F.;Escalda, Patrícia Maria Fonseca;ESCALDA, PATRÍCIA"
Paula Meyer Soares,http://lattes.cnpq.br/2980177609398812,"SOARES, P.M.;PASSANEZI, P.M.S."
Carlos Alberto Ferreira Lima,http://lattes.cnpq.br/4381505269013896,"LIMA, C. A. F.;LIMA, Carlos"
Carlos Emanoel de Souza Cruz,http://lattes.cnpq.br/6449749747111422,"SOUZA CRUZ, C. E."
Caroline de Oliveira Alves,http://lattes.cnpq.br/6795640994074965,"ALVES, C. O."
Fernanda Pasinato,http://lattes.cnpq.br/5202020500641047,"PASINATO, F.;PASINATO, Fernanda;Fernanda Pasinato"
Franco de Matos,http://lattes.cnpq.br/2925522478177762,"MATOS, F.;MATOS, Franco;MATOS, Franco de"
João Willy Corrêa Rosa,http://lattes.cnpq.br/3486252051195441,"ROSA, J. W. C.;ROSA, JOÃO W.C.;J.W.C. Rosa;J. W. C. Rosa;J.W.C. ROSA;J. W. C. ROSA;João W. C. Rosa;João Willy C. Rosa;João Willy Corrêa Rosa;Joao Willy Correa Rosa;Joao Willy C. Rosa;ROSA, JOÃO WILLY CORRÊA"
Pedro Henrique Tavares Queiroz de Almeida,http://lattes.cnpq.br/1833552250793623,"ALMEIDA, P.H.T.Q.;ALMEIDA, Pedro Henrique T. Q.;ALMEIDA, PEDRO HENRIQUE TAVARES QUEIROZ DE;ALMEIDA, PEDRO H.T.Q. DE;ALMEIDA, PEDRO H. T. QUEIROZ DE;de ALMEIDA, PH;de ALMEIDA, PEDRO H. T. Q.;ALMEIDA, PEDRO HENRIQUE;DE ALMEIDA, PEDRO HENRIQUE TAVARES QUEIROZ"
Sandra Ferraz de Castillo Dourado Freire,http://lattes.cnpq.br/2834832229704567,"FREIRE, S.F.C.D.;FREIRE, Sandra F C D;Freire, Sandra Ferraz C. D.;Freire, S.F.C.D.;Freire, Sandra Ferraz"
Carlos Augusto Mello Machado,http://lattes.cnpq.br/7171652402587748,"MACHADO, Carlos;MACHADO, CARLOS;MACHADO, Carlos Augusto"
Catarina de Almeida Santos,http://lattes.cnpq.br/5082833181682586,"SANTOS, C. A.;SANTOS, CATARINA DE ALMEIDA"
Rosilei Justiniano Carayannis,http://lattes.cnpq.br/9196617543404173,"CARAYANNIS, R. J."
Ana Paula Borges Carrijo,http://lattes.cnpq.br/0067048478288730,"CARRIJO, A. P. B.;CARRIJO, ANA PAULA BORGES"
Brenno Amaro DaSilveira Neto,http://lattes.cnpq.br/1485558694377532,"Neto, B. A. D.;Neto, Brenno A.D.;NETO, BRENNO A. D.;D. NETO, BRENNO A.;A. D. NETO, BRENNO;NETO, BRENNO A D;Neto, Brenno A.;Brenno Amaro Neto;AMARO NETO, BRENNO;NETO, BRENNO A.D"
Jeane Cristina Gomes Rotta,http://lattes.cnpq.br/5767986534757807,"ROTTA, J. C. G.;ROTTA, JEANE CRISTINA GOMES"
Lucieth Cruz Vieira,http://lattes.cnpq.br/1125986627827570,"VIEIRA, L. C.;Vieira, L. C.;VIEIRA, LUCIETH CRUZ;VIEIRA, LUCIETH C.;CRUZ VIEIRA, LUCIETH;CRUZ VIEIRA, L.;VIEIRA, L.CRUZ;VIEIRA, L.;VIEIRA, C. L.;VIEIRA, C.L."
Pedro Miguel Ocampos Pedroso,http://lattes.cnpq.br/2226422094152807,"PEDROSO, Pedro Miguel Ocampos;PEDROSO, PEDRO MIGUEL OCAMPOS"
Anelise Rizzolo de Oliveira,http://lattes.cnpq.br/2231270492457558,"Anelise Rizzolo de Oliveira Pinheiro;Anelise Rizzolo;Anelise Oliveira;Anelise Rizzolo de Oliveira;RIZZOLO, ANELISE"
João Miguel Manzolillo Sautchuk,http://lattes.cnpq.br/9073274927378422,"SAUTCHUK, J. M.;SAUTCHUK, JOÃO MIGUEL M."
Adriana Moreira Amado,http://lattes.cnpq.br/2695557138359266,"AMADO, A. M.;AMADO, ADRIANA MOREIRA;AMADO, ADRIANA"
Josenaide Engracia dos Santos,http://lattes.cnpq.br/2605256007661819,"SANTOS, J. E.;SANTOS, JOSENAIDE ENGRACIA DOS"
Júnia Regina de Faria Barreto,http://lattes.cnpq.br/3201086818367731,"BARRETO, J. R. F."
Cezar Kozak Simaan,http://lattes.cnpq.br/5529160057113247,"SIMAAN, C. K."
Paulo Henrique Azevêdo,http://lattes.cnpq.br/2116826482633543,"AZEVÊDO, Paulo Henrique"
Pedro Sadi Monteiro,http://lattes.cnpq.br/0278203809000236,"MONTEIRO, P. S.;MONTEIRO, PEDRO SADI;SADI MONTEIRO, PEDRO"
Lenora Nunes Ludolf Gomes,http://lattes.cnpq.br/3270127658584114,"GOMES, L. N. L. e VIANNA, L. N. L.;GOMES, L. N. L.;Gomes, Lenora Nunes Ludolf"
Joaze Bernardino Costa,http://lattes.cnpq.br/9455103902642220,"Bernardino-Costa, Joaze;COSTA, JOAZE BERNARDINO"
Walterlania Silva Santos,http://lattes.cnpq.br/3582006524611333,"SANTOS, W. S.;SANTOS, WALTERLÂNIA SILVA;SILVA SANTOS, WALTERLÂNIA;SILVA SANTOS, WALTERLANIA"
André Borges de Carvalho,http://lattes.cnpq.br/1051763855783856,"Borges, A.;Borges, André;BORGES, ANDRÃ'"
Carlos Alberto Ramos,http://lattes.cnpq.br/1989760339704356,"RAMOS, C. A."
Marco Aurélio Alves Barbosa,http://lattes.cnpq.br/5720622055548812,"Barbosa, M. A. A.;Barbosa, Marco Aurélio A.;Barbosa, M A"
Alisson Fernandes Bolina,http://lattes.cnpq.br/6993371391051944,"BOLINA, A. F.;BOLINA, ALISSON FERNANDES;BOLINA, Alison Fernandes;FERNANDES BOLINA, ALISSON"
Francisco Ernesto Moreno Bernal,http://lattes.cnpq.br/3410610625366050,"BERNAL, F. E. M.;Bernal, Francisco Ernesto Moreno;Bernal, Francisco M.;BERNAL, F.E.M.;BERNAL, F E M"
Otilie Eichler Vercillo,http://lattes.cnpq.br/1953715888498824,"VERCILLO, O. E.;Vercillo, Otilie E."
Peter Zörnig,http://lattes.cnpq.br/2621383446454738,"ZÖRNIG, Peter;Zörnig, Peter"
Natalia Clarice Meneghel Vargas,http://lattes.cnpq.br/4797673155840585,"VARGAS, Natalia Clarice Meneghel;GONÇALVES, Natalia Clarice Meneghel"
Rodrigo Vidal Oliveira,http://lattes.cnpq.br/5945352821599324,"OLIVEIRA, R. V.;OLIVEIRA, R.V."
Louise Brandes Moura Ferreira,http://lattes.cnpq.br/4806305058164297,"FERREIRA, Louise B. M. ou FERREIRA, L. B. M.;FERREIRA, LOUISE BRANDES MOURA"
Paula Cristina Moreira Couras da Silva,http://lattes.cnpq.br/3830230514472572,"SILVA, P. C. M. C."
Adoniran Judson de Barros Braga,http://lattes.cnpq.br/4323733280735046,"A. Judson Braga;A. J. Braga;Adoniran Braga;Braga, A. Judson;Braga, A.J.;BRAGA, ADONIRAN JUDSON;Judson Barro Braga, Adoniram;Braga, Adoniram J.;JUDSON BRAGA, ADONIRAM;DE BARROS BRAGA, A. JUDSON;BRAGA, JUDSON"
Aline Fonseca de Oliveira,http://lattes.cnpq.br/1895304971163472,"FONSECA DE OLIVEIRA, A.;OLIVEIRA, ALINE FONSECA DE"
Annibal Dias de Figueiredo Neto,http://lattes.cnpq.br/5703906481688766,"A. Figueiredo;Figueiredo, Annibal;Figueiredo, A.;Annibal Figueiredo;A Figueiredo;Figueiredo A;Figueiredo Annibal;Figueiredo, A;Figueiredo, Annibal.;ROCHA FILHO, T;ROCHA FILHO, T.;GLÃ©RIA, I;FIGUEIREDO, A.D.;GUNZIG, E.;FIGUEIREDO, ANNI'BAL DIAS;FIGUEIREDO, ANNIBAL D.;FIGUEIREDO NETO, ANNIBAL D.;FIGUEIREDO, A. D."
Araken dos Santos Werneck Rodrigues,http://lattes.cnpq.br/8284580324684873,"WERNECK, A. S.;Werneck A. S.;Araken dos Santos Werneck Rodrigues;RODRIGUES, ARAKEN DOS SANTOS WERNECK"
Camila Alves Areda,http://lattes.cnpq.br/7651755448043948,"AREDA, Camila Alves;AREDA, CAMILA ALVES;AREDA, CAMILA A."
Edmundo Brandão Dantas,http://lattes.cnpq.br/5970190862997671,"DANTAS, E. B."
Elton Bauer,http://lattes.cnpq.br/2269552202132201,"BAUER, E.;BAUER, ELTON"
Sérgio Nogueira Mendes,http://lattes.cnpq.br/6740952862202692,"MENDES, Sérgio Nogueira"
Camilo Chang Dórea,http://lattes.cnpq.br/7370796774582075,"DOREA, C. C.;Dorea, Camilo C.;DOREA, C.;Dorea, Camilo"
Francisca Cordelia Oliveira da Silva,http://lattes.cnpq.br/5800939293124445,"SILVA, F. C. O."
Renan Utida Barbosa Ferreira,http://lattes.cnpq.br/1208964963631831,"FERREIRA, R. U.;Ferreira, Renan U;FERREIRA, RENAN U."
Wilson Trajano Filho,http://lattes.cnpq.br/2440057525269977,"TRAJANO FILHO, W.;TRAJANO FILHO, WILSON"
Eduardo Olivio Ravagni Nicolini,http://lattes.cnpq.br/8186147187852093,"NICOLINI, Eduardo Olivio Ravagni;RAVAGNI, Eduardo"
Luci Sayori Murata,http://lattes.cnpq.br/1568670993429995,"MURATA, L. S.;MURATA, LUCI SAYORI"
Luis Afonso Bermudez,http://lattes.cnpq.br/1043802987313782,"BERMUDEZ, L. A."
Marcos Antônio dos Santos Silva Ferraz,http://lattes.cnpq.br/8023086266925988,"SANTOS-SILVA, M. A.;SILVA-FERRAZ, M.A.;SANTOS-SILVA, MARCOS A.;SANTOS SILVA, MARCOS A."
Sidney Barbosa,http://lattes.cnpq.br/2609201627153424,"BARBOSA, Sidney"
Flavio René Kothe,http://lattes.cnpq.br/2969670428458905,"KOTHE, F. R."
Luis Felipe Miguel,http://lattes.cnpq.br/0988858984939965,"MIGUEL, L. F.;MIGUEL, LUIS FELIPE;MIGUEL, LUÍS FELIPE;MIGUEL, LUIS FELIPE"
Marcos Aurelio de Paula Pereira,http://lattes.cnpq.br/4187343052170823,"PEREIRA, M. A. P."
Cristina Yumie Aoki Inoue,http://lattes.cnpq.br/5557106844328206,"INOUE, C. Y. A.;INOUE, Cristina Yumie Aoki;AOKI INOUE, CRISTINA YUMIE;Y. A. INOUE, Cristina;Y A INOUE, CRISTINA;Inoue, Cristina;Inoue, C.Y.A.;Cristina Inoue;Cristina Y. A. Inoue;YUMIE AOKI INOUE, CRISTINA;AOKI INOUE, Cristina Yumie;IInoue, Cristina Yumie Aoki;INOUE, CRISTINA Y.A."
Denise Moraes Cavalcante,http://lattes.cnpq.br/1858458847468259,"CAVALCANTE, D. M."
Marlene de Jesus Silva Santos,http://lattes.cnpq.br/3099362747759920,"SANTOS, Marlene de Jesus Silva"
Regina Dalcastagnè,http://lattes.cnpq.br/2599879538822377,"DALCASTAGNÈ, R.;DALCASTAGNÈ, REGINA"
Ricardo Lourenço Pinto,http://lattes.cnpq.br/5517630161411973,"PINTO, R. L.;Ricardo L. Pinto;Pinto, Ricardo L.;PINTO, RICARDO;PINTO, RICARDO LOURENÇO"
Sheila Campos Chagas,http://lattes.cnpq.br/3851790594023130,"CHAGAS, S. C."
Jose Jorge de Carvalho,http://lattes.cnpq.br/2089135273264758,"CARVALHO, J. J.;CARVALHO, JOSÉ JORGE DE"
Márcio Bezerra da Silva,http://lattes.cnpq.br/9275164094039775,"DA SILVA, M. B."
Marcos Alberto Dantas,http://lattes.cnpq.br/9328401423918051,"DANTAS, M. A."
Thaïs de Mendonça Jorge,http://lattes.cnpq.br/5777195983154281,"JORGE, Thais de Mendonça"
Conceição Eneida dos Santos Silveira,http://lattes.cnpq.br/0910151922371926,"SILVEIRA, C. E. S.;SILVEIRA, CONCEIÇÃO ENEIDA DOS SANTOS;SILVEIRA, C.E.S.;DOS SANTOS SILVEIRA, CONCEIÇÃO ENEIDA"
Fabiano Araujo Soares,http://lattes.cnpq.br/5330755818114960,"SOARES, F. A.;SOARES, FABIANO A.;SOARES, FABIANO ARAUJO"
Alexandre Flávio Silva Andrada,http://lattes.cnpq.br/5618842584548190,"ANDRADA, A. F. S.;ANDRADA, ALEXANDRE F.S."
João Carlos Neves de Paiva,http://lattes.cnpq.br/7874633406399872,"PAIVA, J. C. N."
Lourdes Maria Bandeira,http://lattes.cnpq.br/9058232160701682,"BANDEIRA, L. M.;BANDEIRA, LOURDES MARIA;BANDEIRA, LOURDES M."
Marcelo Carvalho Rosa,http://lattes.cnpq.br/3618441470885782,"ROSA, M.;Rosa, M. C.;Rosa, Marcelo C.;Rosa, Marcelo"
Mariza Veloso Motta Santos,http://lattes.cnpq.br/6351473341056488,"VELOSO, Mariza Motta Santos;VELOSO, MARIZA"
Diva do Couto Gontijo Muniz,http://lattes.cnpq.br/7050546613733309,"MUNIZ, D. C. G.;MUNIZ, DIVA DO COUTO GONTIJO"
Flávio Tosi Feijo,http://lattes.cnpq.br/0653376580154683,"FEIJO, Flavio Tosi"
Jerome Depeyrot,http://lattes.cnpq.br/6910870376007596,"DEPEYROT, J.;DEPEYROT, J;DEPEYROT, JÉRÔME;DEPEYROT, JEROME"
Fabiane Elias Pagy,http://lattes.cnpq.br/4379368948129371,"PAGY, F. E."
Felícia Johansson Carneiro,http://lattes.cnpq.br/8762063004769501,"CARNEIRO, F. J."
Pedro Augusto Matos Rodrigues,http://lattes.cnpq.br/2223895091091067,"RODRIGUES, P. A. M.;RODRIGUES, P.A.M.;RODRIGUES, PEDRO AUGUSTO MATOS"
Ariuska Karla Barbosa Amorim,http://lattes.cnpq.br/2034414130213796,"AMORIM, Ariuska Karla Barbosa"
Georgios Joannis Pappas Júnior,http://lattes.cnpq.br/6434812322607721,"PAPPAS Jr, G. J.;Pappas, Georgios J;Pappas, Georgios;Pappas Jr, G.J.;Pappas, G. J.;Pappas Jr, G.;PAPPAS, G;Pappas Jr., G.J.;Pappas, Georgios J.;Pappas, Giorgios;Pappas, Georgios Joannis;Pappas Jr, GJ;Pappas Jr, Georgios;PAPPAS, G J;PAPPAS, G.;NESHICH, G.;JÚNIOR, GEORGIOS J. PAPPAS;PAPPAS, GEORGIOS JOANIS;PAPPAS JÚNIOR, GEORGIOS JOANNIS"
Flávia Reis de Andrade,http://lattes.cnpq.br/7503314982139681,"ANDRADE, FR;ANDRADE, FLÁVIA REIS DE"
Jose Francisco da Rocha Neto,http://lattes.cnpq.br/5375015053914361,"da Rocha Neto J. F.;J. F. da Rocha Neto;da Rocha Neto, J.;da Rocha-Neoto, J.;DA ROCHA-NETO, J. F.;ROCHA NETO, J. F. DA;DA ROCHA NETO, J. F.;ROCHA-NETO, J. F.;ROCHA-NETO, JOSÉ F. DA;ROCHA-NETO, J F DA;ROCHA-NETO, J. F. DA;DA ROCHA-NETO, J.;ROCHA NETO, J. F;ROCHA NETO, J. F.;DA ROCHA-NETO, J.'F.;DA ROCHA-NETO, J F;ROCHA-NETO, J.F. DA;DA ROCHA-NETO, JOSÉ"
Mauro Dias Silva Júnior,http://lattes.cnpq.br/2665950726942083,"SILVA JÚNIOR, M. D.;Silva Júnior, Mauro;JUNIOR, MAURO SILVA;JÚNIOR, MAURO DIAS SILVA"
Rafael Mota Pinheiro,http://lattes.cnpq.br/1043839432317392,"PINHEIRO, R. M."
Jair Reck,http://lattes.cnpq.br/6986335181954938,"RECK, Jair"
Mauro Moraes Alves Patrao,http://lattes.cnpq.br/3596247993420405,"Patrão, Mauro;PATRÃO, MAURO"
Miguel Simão da Costa,http://lattes.cnpq.br/0264473688773836,"COSTA, M. S."
Rafael Sanzio Araújo dos Anjos,http://lattes.cnpq.br/3466441462870689,"ANJOS, R. S. A.;SANZIO ARAÚJO DOS ANJOS, RAFAEL"
Giselle Chalub Martins,http://lattes.cnpq.br/6549840818983036,"MARTINS, G. C."
Ludmila de Melo Souza,http://lattes.cnpq.br/2445622331053253,"SOUZA, L. M.;SOUZA, LUDMILA DE MELO"
Regina da Silva Pina Neves,http://lattes.cnpq.br/5874654544324539,"PINA NEVES, R. S.;NEVES, REGINA DA SILVA PINA"
Salete da Silva Rios,http://lattes.cnpq.br/3229024453135717,"RIOS, S. S.;Rios, Salete S."
Amanda Marina Andrade Medeiros,http://lattes.cnpq.br/0231839533247624,"MEDEIROS, A. M. A.;MEDEIROS, Amanda Marina Andrade"
Ricardo Ajax Dias Kosloski,http://lattes.cnpq.br/8309011123228244,"KOSLOSKI, Ricardo A. D.;KOSLOSKI, RICARDO AJAX DIAS;Kosloski, Ricardo Ajax;Kosloski, Ricardo Ajax Dias;Kosloski, R. A. D.;DIAS KOSLOSKI, RICARDO AJAX;KOSLOSHI, R. A. D.;DIAS KOSLOSHI, RICARDO AJAX;KOSLOSKI, RICARDO"
Daniel Cantanhede Behmoiras,http://lattes.cnpq.br/5896402691511294,"BEHMOIRAS, Daniel Cantanhede"
Eduardo Lustosa Belga,http://lattes.cnpq.br/8317667342557901,"BELGA, E. L."
Luiz Gallina Neto,http://lattes.cnpq.br/9993282003771956,"GALLINA NETO, L."
Rafael Dietzsch,http://lattes.cnpq.br/8161991573258850,"DIETZSCH, R.;DIETZSCH, RAFAEL"
Adriana Mattos Clen Macedo,http://lattes.cnpq.br/6447851157077051,"MACEDO, A. M. C."
Bruno Rosas Mangueira,http://lattes.cnpq.br/1728758483300013,"MANGUEIRA, B. R."
Mario Olavo Magno de Carvalho,http://lattes.cnpq.br/2871732053376101,"CARVALHO, M. O. M.;De Carvalho, Mario Olavo;Mario Olavo Magno de Carvalho;Carvalho, Mario Olavo Magno de;Carvalho, Mario Olavo M.;Carvalho, M."
Geraldo José da Silva,http://lattes.cnpq.br/1957725310574749,"da Silva, G. J.;da Silva, Geraldo J.;Geraldo José da Silva;DA SILVA, GERALDO JOSÉ;DA SILVA, G.J.;SILVA, GERALDO JOSÉ DA"
Marcelo Feijó Rocha Lima,http://lattes.cnpq.br/2735176543131587,"FEIJÓ, M."
Ana Carolina Kalume Maranhão,http://lattes.cnpq.br/4947667819852437,"KALUME, Ana Carolina;MARANHAO, A. C. K.;Maranhão, Ana Carolina Kalume"
André Macedo de Oliveira,http://lattes.cnpq.br/1153496882790852,"OLIVEIRA, André Macedo de"
Cristina Azra Barrenechea,http://lattes.cnpq.br/6932382171133971,"BARRENECHEA, C. A."
Darcilene Sena Rezende,http://lattes.cnpq.br/0500758978307892,"REZENDE, D. S.;REZENDE, Darcilene S.;REZENDE, Darcilene Sena"
Daniele da Silva Baratela Martins Neto,http://lattes.cnpq.br/4004596903472944,"MARTINS NETO, D. S. B.;MARTINS NETOB, DANIELE S. B."
Evaldo Cesar Cavalcante Rodrigues,http://lattes.cnpq.br/1154251243369165,"RODRIGUES, Evaldo Cesar C.;RODRIGUES, EVALDO CESAR CAVALCANTE"
Maysa Luchesi Cera,http://lattes.cnpq.br/9524444698339321,"CERA, M. L.;CERA, MAYSA LUCHESI;CERA ML;CERA, ML;CERA, ML.;CERA, M L.;CERA, M L;CERA M L;CERA, MAYSA L.;CERA, Maysa L.;CERA MAYSA L.;CERA Maysa L.;CERA, Maysa Luchesi;CERA Maysa Luchesi"
Artem Andrianov,http://lattes.cnpq.br/1802051383004397,"ANDRIANOV, A.;ANDRIANOV, ARTEM"
Liliane Campos Machado,http://lattes.cnpq.br/7852766372217678,"MACHADO, L. C.;MACHADO, LILIANE CAMPOS"
Eneida González Valdés,http://lattes.cnpq.br/6583173516924358,"VALDÉS, E. G."
Marcela Stockler Coelho de Souza,http://lattes.cnpq.br/0405000888325357,"Coelho de Souza, M.S.;SOUZA, MARCELA STOCKLER COELHO DE"
Othon de Azevedo Lopes,http://lattes.cnpq.br/3669800507409393,"LOPES, Othon de Azevedo"
Cristina Patriota de Moura,http://lattes.cnpq.br/0712338026370509,"MOURA, C. P."
Paulo Roberto Amorim Loureiro,http://lattes.cnpq.br/1928628422239767,"Loureiro, P. R. A.;LOUREIRO, PAULO RA"
Cristina Massot Madeira Coelho,http://lattes.cnpq.br/4611792403974313,"MADEIRA COELHO, C.;Madeira-Coelho, Cristina M.;Cristina Massot Madeira Coelho;Cristina Massot Madeira-Coelho;Madeira-Coelho, Cristina Massot;Madeira Coelho, Cristina M."
Melissa Nara de Carvalho Picinato Pirola,http://lattes.cnpq.br/6769112930343589,"PICINATO-PIROLA, M. N. C.;PICINATO-PIROLA, MELISSA NARA DE CARVALHO;PICINATO-PIROLA, M.N.C.;PICINATO-PIROLA, M."
Hugo Alves de Sousa,http://lattes.cnpq.br/1027462617554965,"SOUSA, H. A.;SOUSA, HUGO ALVES DE;DE SOUZA, HUGO ALVES;SOUZA, HUGO ALVES DE;SOUSA, HUGO ALVES;DE SOUSA, HUGO ALVES"
